IND,M1mu11,M2mu11
998,2.90281516,3.087172028
999,2.87505312,3.232907779
1000,2.87257168,3.104219286
1001,2.89982588,3.05903479
1002,2.88635955,3.058232529
1003,2.84372243,3.089326357
1004,2.88103111,3.084881536
1005,2.88902968,3.005132697
1006,2.83138415,3.084040896
1007,2.89903398,3.120867806
1008,2.88710969,3.10211408
1009,2.88164113,3.141334077
1010,2.87610871,3.108928828
1011,2.84369324,2.923795358
1012,2.87536083,2.978400306
1013,2.86721524,3.086318122
1014,2.90016008,3.08431222
1015,2.88123639,3.09240041
1016,2.90628182,3.096047821
1017,2.84443532,3.067841476
1018,2.8952857,3.089699075
1019,2.87519976,3.082647385
1020,2.90190844,3.093221982
1021,2.89038402,3.075864193
1022,2.86490655,3.077857092
1023,2.874303,3.05977896
1024,2.8772043,3.078595106
1025,2.86592419,3.089242041
1026,2.89079436,3.054060408
1027,2.8982395,3.051917976
1028,2.92443081,3.077740862
1029,2.91721323,3.080137033
1030,2.86941319,2.951530383
1031,2.85828232,3.070978812
1032,2.86821918,2.929094805
1033,2.90500079,3.103219988
1034,2.91139264,3.090948787
1035,2.96014215,3.115598901
1036,2.88745843,3.093564524
1037,2.89318867,3.141043707
1038,2.88967013,3.076023555
1039,2.84508918,3.08643827
1040,2.90159815,3.092029999
1041,2.90683576,3.107978379
1042,2.90465123,3.069083549
1043,2.87881851,3.060319
1044,2.8785515,3.075991511
1045,2.87944141,3.088495677
1046,2.95060161,3.047122624
1047,2.89627405,3.072716358
1048,2.89579972,3.087303287
1049,2.90328413,3.155820043
1050,2.7864323,3.052960545
1051,2.88284843,3.053494468
1052,2.87188203,3.086352253
1053,2.89873129,3.089704109
1054,2.90415761,3.137415234
1055,2.89740799,3.130686953
1056,2.91496866,3.07107255
1057,2.92046438,3.108209522
1058,2.88476377,3.10318326
1059,2.88868545,3.087093471
1060,2.90080989,3.051898787
1061,2.8854615,3.079218666
1062,2.85853165,3.088104472
1063,2.81571675,3.089453411
1064,2.89997441,3.089325753
1065,2.8641551,3.113507621
1066,2.89696993,3.082254656
1067,2.87773052,3.087065168
1068,2.89009505,3.126653944
1069,2.88651901,3.083500112
1070,2.90802401,3.064986213
1071,2.89413899,3.026566886
1072,2.90209352,3.087591325
1073,2.87550126,3.095331315
1074,2.9243726,3.110104467
1075,2.88604877,3.125172995
1076,2.90353093,2.993992822
1077,2.8897231,3.103726945
1078,2.76325717,3.086057553
1079,2.90783399,3.066752967
1080,2.8220957,3.119947444
1081,2.91801032,3.120485487
1082,2.88428808,3.106177436
1083,2.8391988,3.110344695
1084,2.8865109,3.066670309
1085,2.85380312,3.094587215
1086,2.87710544,3.048449474
1087,2.87011249,3.12959215
1088,2.91126196,3.108360824
1089,2.81635316,3.096536932
1090,2.90357692,3.078697752
1091,2.89916644,3.101403139
1092,2.89772183,3.107607361
1093,2.88491311,3.057479567
1094,2.89954966,3.129496078
1095,2.89696476,3.10003862
1096,2.90552153,3.109196634
1097,2.91853992,2.981304988
1098,2.87876002,3.091802212
1099,2.87638391,3.082968634
1100,2.8695916,3.096674119
1101,2.88948676,3.132859321
1102,2.84882637,3.082330312
1103,2.86257136,3.11715703
1104,2.90821408,3.090378484
1105,2.88053207,3.098176278
1106,2.89804574,3.058531454
1107,2.87691513,3.074765425
1108,2.89822108,3.115764749
1109,2.90606347,3.078226927
1110,2.88923129,3.089941921
1111,2.88433007,3.096705418
1112,2.87325681,3.100504378
1113,2.88252538,3.078200968
1114,2.78013689,3.103699354
1115,2.8511663,2.954279719
1116,2.80772655,3.121702158
1117,2.89387305,3.064905759
1118,2.86279888,3.105310171
1119,2.88732256,3.093926082
1120,2.8876786,3.072102628
1121,2.902136,3.048518264
1122,2.86111408,3.105888993
1123,2.89614131,3.117442218
1124,2.90311064,3.10559118
1125,2.91547283,3.102637962
1126,2.81849794,3.093709895
1127,2.89476479,3.106941957
1128,2.84240933,2.995879655
1129,2.89447705,3.100665927
1130,2.8957379,3.003482199
1131,2.87862452,3.074092347
1132,2.90705414,3.10505313
1133,2.88479573,3.00618133
1134,2.89311642,3.092917719
1135,2.87791999,3.120213848
1136,2.88367494,3.092740068
1137,2.85562347,3.109195882
1138,2.90327621,3.053593627
1139,2.8976793,3.101306857
1140,2.93857701,3.035796167
1141,2.91515082,3.107650189
1142,2.88875436,3.102491964
1143,2.88081998,3.059274237
1144,2.88044985,3.145232507
1145,2.79734883,3.047571752
1146,2.88625743,3.071045927
1147,2.87749815,3.042577418
1148,2.77274099,3.092471965
1149,2.83514247,3.116452103
1150,2.93767451,3.059058371
1151,2.88697563,3.070147161
1152,2.82956664,3.015347017
1153,2.86934815,3.10982872
1154,2.90131726,3.139856955
1155,2.89526404,3.049446917
1156,2.89402711,3.063792904
1157,2.92031503,3.090036719
1158,2.9033623,3.08881496
1159,2.88913074,3.081925484
1160,2.8495289,3.072247893
1161,2.89425483,3.081689524
1162,2.8728714,3.070222587
1163,2.91734295,3.058875718
1164,2.86465745,3.117976076
1165,2.90079248,3.052316011
1166,2.89613911,3.055876067
1167,2.84866717,3.041929173
1168,2.86565642,3.113386019
1169,2.85430503,3.069043964
1170,2.87517207,3.083916635
1171,2.90180222,2.941812763
1172,2.90354374,3.119550585
1173,2.789454,3.084930576
1174,2.90373177,3.11285927
1175,2.88470783,3.128337201
1176,2.88541307,3.074602365
1177,2.88932815,3.140219085
1178,2.89440129,3.082193312
1179,2.92319138,3.041099708
1180,2.88331575,3.091559127
1181,2.9325926,3.082203174
1182,2.91181965,3.115444157
1183,2.81407934,3.047147278
1184,2.88246736,3.092852597
1185,2.89443704,3.135088714
1186,2.88600857,3.082065493
1187,2.88736059,3.107881299
1188,2.89840006,3.103281695
1189,2.88925565,3.075142989
1190,2.91813717,3.065376522
1191,2.87223036,3.125243024
1192,2.88116659,2.904839236
1193,2.86956602,3.025157872
1194,2.79861299,3.08135988
1195,2.80909342,3.083937767
1196,2.87436835,3.105191508
1197,2.87703709,3.100206254
1198,2.8815292,3.096430338
1199,2.86674077,3.097751813
1200,2.88570781,3.102573231
1201,2.88390743,3.051295152
1202,2.882805,3.014920974
1203,2.88145539,2.89288986
1204,2.76602962,3.082587573
1205,2.88199937,3.054315329
1206,2.89283688,3.030582317
1207,2.91658777,3.070315917
1208,2.87505953,3.123938638
1209,2.89206682,2.965320441
1210,2.92978626,3.113443864
1211,2.86754694,3.145400975
1212,2.83615684,3.077735081
1213,2.9046603,3.075766595
1214,2.88082849,3.019645316
1215,2.88510118,3.072785956
1216,2.9095243,3.099140131
1217,2.82401409,3.133450442
1218,2.86328288,3.099673366
1219,2.87671422,3.095545753
1220,2.90429703,3.067601623
1221,2.88559349,3.106857355
1222,2.90901474,3.103039402
1223,2.88139698,3.096995072
1224,2.87669936,3.08747927
1225,2.86602193,3.096580795
1226,2.85539763,2.951026042
1227,2.89820015,3.093714308
1228,2.90238686,3.061972898
1229,2.89253604,3.080302267
1230,2.87861017,2.964734464
1231,2.87361036,3.04326963
1232,2.88771578,3.041586222
1233,2.79728953,3.003108771
1234,2.88457419,3.098292544
1235,2.88623409,3.074668377
1236,2.89593705,3.073372083
1237,2.90820673,3.082208696
1238,2.88245733,2.946021612
1239,2.92979331,3.129387521
1240,2.81390261,3.102726952
1241,2.89881176,3.064087769
1242,2.92317498,3.09078952
1243,2.90442293,3.10075342
1244,2.87753348,3.073831228
1245,2.87937926,3.066075003
1246,2.77219334,3.071328146
1247,2.87419856,3.084319102
1248,2.90351921,3.087939469
1249,2.88864195,3.072189369
1250,2.89254331,3.095680706
1251,2.92032576,3.069688112
1252,2.92410523,3.147182098
1253,2.90548835,3.013165205
1254,2.88505548,3.052409748
1255,2.88427963,3.083652034
1256,2.87323418,3.096888752
1257,2.87419884,3.101030584
1258,2.87926949,3.095314268
1259,2.87247978,3.100152238
1260,2.88239215,3.08146239
1261,2.81311533,3.062095452
1262,2.88642409,3.054953293
1263,2.946963,3.069800917
1264,2.88647616,3.130364482
1265,2.88256407,3.070190296
1266,2.8814423,3.075338377
1267,2.91718599,3.111275492
1268,2.89569623,3.145614798
1269,2.90197576,3.084753155
1270,2.89399968,3.092440894
1271,2.90327049,3.144921657
1272,2.88593389,3.119620203
1273,2.89895245,3.097553468
1274,2.85269485,3.077425714
1275,2.87533657,3.054559962
1276,2.9323879,3.109203088
1277,2.88323479,3.079059055
1278,2.86821338,3.105144984
1279,2.88392674,2.986041575
1280,2.87229098,3.05342744
1281,2.79369761,3.092317558
1282,2.90315297,3.102419806
1283,2.86724944,3.092993797
1284,2.89168823,2.885608103
1285,2.91380682,3.078567038
1286,2.91759577,3.122009612
1287,2.8002772,3.104083109
1288,2.90165988,3.110876702
1289,2.89268107,3.093037455
1290,2.91290017,3.101066359
1291,2.91667977,3.107404818
1292,2.91467075,3.084975852
1293,2.90626443,3.111857264
1294,2.91123716,3.101706154
1295,2.88649159,3.117448123
1296,2.88522662,3.073218133
1297,2.89969031,3.048220254
1298,2.88508194,3.080353422
1299,2.89938746,3.105169298
1300,2.85781784,3.073203607
1301,2.89124428,3.066994669
1302,2.90172708,3.115568304
1303,2.89249969,3.094626013
1304,2.8913853,3.074607271
1305,2.93552343,3.083973056
1306,2.90150002,3.118404757
1307,2.88076058,3.095846615
1308,2.87971918,3.090033537
1309,2.89990482,3.086163517
1310,2.89869246,3.092175098
1311,2.89585409,3.062197079
1312,2.86994575,3.043395362
1313,2.84995997,3.060293374
1314,2.87086988,3.081789572
1315,2.89406069,3.080456982
1316,2.91303906,3.088490122
1317,2.91595086,3.085844977
1318,2.88358017,3.092043564
1319,2.87146293,3.115455632
1320,2.87889976,3.107483737
1321,2.77883449,3.11335082
1322,2.87179708,3.088975576
1323,2.89557919,3.058176192
1324,2.83752761,3.103429689
1325,2.8706799,3.098100124
1326,2.90989159,3.129587612
1327,2.83517469,3.129383617
1328,2.81395713,3.088818135
1329,2.86669539,3.067041107
1330,2.885729,3.076938299
1331,2.89880576,2.944647672
1332,2.89184468,3.097472046
1333,2.88373927,3.094584186
1334,2.88635052,3.08945891
1335,2.94922382,3.106531898
1336,2.80568345,3.107910674
1337,2.90202201,3.075926346
1338,2.87640961,2.965998807
1339,2.89277943,3.115678141
1340,2.8905477,3.053857501
1341,2.91467749,3.091086054
1342,2.88771862,3.062717747
1343,2.90437509,3.051021903
1344,2.88227647,3.073341038
1345,2.88809875,3.113122157
1346,2.87899639,3.11232201
1347,2.87321857,2.972509443
1348,2.91350372,3.074066088
1349,2.86346991,3.094633984
1350,2.87876177,3.124308951
1351,2.88485541,3.062574585
1352,2.86670407,3.067777318
1353,2.91683994,3.08938792
1354,2.84957704,3.068771836
1355,2.86294853,3.065681233
1356,2.89112312,3.076853758
1357,2.87864488,3.099384613
1358,2.89675473,3.123363379
1359,2.889266,3.082798981
1360,2.88469164,3.079661052
1361,2.82136371,3.103694145
1362,2.89733541,3.07642007
1363,2.9085297,3.114651094
1364,2.91669708,3.09744322
1365,2.85220241,3.097548519
1366,2.88921717,3.138109997
1367,2.88413572,3.108500286
1368,2.77756598,3.086940879
1369,2.90262566,3.130971768
1370,2.87895936,3.041644981
1371,2.87442719,3.088416808
1372,2.87088159,3.081839479
1373,2.88999084,3.046437789
1374,2.93998145,3.127261864
1375,2.8970719,3.055461218
1376,2.89804863,3.095815818
1377,2.8748287,3.105584533
1378,2.90112049,3.096387416
1379,2.86105287,3.083184596
1380,2.80901209,3.080629333
1381,2.92070114,2.965583421
1382,2.79781877,3.112950443
1383,2.87728078,3.115841839
1384,2.89131531,3.098774144
1385,2.86445677,3.091661083
1386,2.91194499,2.919987132
1387,2.88824511,3.129113409
1388,2.92028217,3.091483721
1389,2.91236032,3.076276573
1390,2.87095353,2.907256278
1391,2.90716153,3.117410612
1392,2.87445699,3.091708958
1393,2.89424161,3.116718245
1394,2.87894325,3.112629244
1395,2.87473748,3.084823416
1396,2.87071987,3.056096669
1397,2.88230002,3.093305792
1398,2.90406114,3.056288375
1399,2.87497132,3.096418539
1400,2.86734544,3.074811589
1401,2.88991036,3.069733356
1402,2.8666083,3.038690525
1403,2.87780091,3.061450426
1404,2.92385745,3.12003837
1405,2.88724774,3.114629262
1406,2.89489262,3.036894232
1407,2.88499742,3.059073441
1408,2.89113457,3.084767827
1409,2.93000984,3.10768917
1410,2.88703886,3.092386057
1411,2.9294587,3.098017703
1412,2.85874698,3.058840185
1413,2.90527652,3.091323007
1414,2.89414503,3.058334741
1415,2.88782453,3.097881799
1416,2.88057943,3.09322556
1417,2.87564461,3.085740075
1418,2.8872895,3.077431672
1419,2.86564255,3.111132352
1420,2.897758,3.091350395
1421,2.8932039,2.942396082
1422,2.88703894,3.087748765
1423,2.87644461,3.128977066
1424,2.89771701,3.139213521
1425,2.75342016,3.067075902
1426,2.90980161,3.120403468
1427,2.9209451,3.11592186
1428,2.8993336,3.104213347
1429,2.85674793,3.075147396
1430,2.90740307,2.942862285
1431,2.91683716,3.09271577
1432,2.87997081,3.087452509
1433,2.89208949,3.092720876
1434,2.90386647,3.114441443
1435,2.88801424,3.0761258
1436,2.89394033,3.109537661
1437,2.88130504,3.093140766
1438,2.81018823,3.052517258
1439,2.91457966,3.077610262
1440,2.88454254,3.066411483
1441,2.86322388,2.949160176
1442,2.79516545,3.068980657
1443,2.82596097,3.059106463
1444,2.89469272,3.108366368
1445,2.87986387,3.098036981
1446,2.88808792,3.055436511
1447,2.89761678,2.970427558
1448,2.88473127,3.03312326
1449,2.89330963,3.11494184
1450,2.8971468,3.12057157
1451,2.8797324,3.067348801
1452,2.85269418,3.072909797
1453,2.85567373,3.053934252
1454,2.88656707,3.110621274
1455,2.89988657,3.106040526
1456,2.90009856,3.081307647
1457,2.89206819,3.076548109
1458,2.89407414,2.886565264
1459,2.87185298,2.983964893
1460,2.87451661,3.0773558
1461,2.8942415,3.096493263
1462,2.82592686,3.076007977
1463,2.91706914,3.06935514
1464,2.92456963,3.087378851
1465,2.87261469,3.136227321
1466,2.85456452,3.059031752
1467,2.89402918,3.087981918
1468,2.87416863,3.083272738
1469,2.90625188,3.09012747
1470,2.87360674,3.089277188
1471,2.91791909,3.06801827
1472,2.91544816,3.070578717
1473,2.89417856,3.097088642
1474,2.89108754,3.06609899
1475,2.89310988,3.098710342
1476,2.8828807,2.968329319
1477,2.86510586,3.105790846
1478,2.87752564,3.142326265
1479,2.94651612,3.066282872
1480,2.85279194,3.09071935
1481,2.91829247,3.141870896
1482,2.85844216,3.110863532
1483,2.84443442,3.071813002
1484,2.87803448,3.102519968
1485,2.90164608,3.079936289
1486,2.88180712,3.098495666
1487,2.91630659,3.093970451
1488,2.89152239,3.108492236
1489,2.92039008,3.099633065
1490,2.91410976,3.093263758
1491,2.91205967,3.096091704
1492,2.83615874,3.100548734
1493,2.88864023,2.959600671
1494,2.88845631,3.072903762
1495,2.87591326,3.074617814
1496,2.88715111,3.064421334
1497,2.88884687,3.083755934
1498,2.88003084,3.091999167
1499,2.86205192,3.089910269
1500,2.86628226,3.096242428
